ID,ISO_DateTime_UTC,Vessel,Latitude,Longitude,Cruise_type,Cruise_num,Cast,Cast_type,Bottle_number,QF_Niskin_GoFlo,Depth,QF_depth,p1,QF_p1,p2,QF_p2,p3,QF_p3,p4,QF_p4,p5,QF_p5,p6,QF_p6,p7,QF_p7,p8,QF_p8,p9,QF_p9,p10,QF_p10,p11,QF_p11,p12,QF_p12,p13,QF_p13,p14,QF_p14,p15,QF_p15,p16_Chl,QF_p16_Chl,p17_Phae,QF_p17_Phae,p18,QF_p18,p19,QF_p19,p20,QF_p20,p21,QF_p21,yyyymmdd,decy,time
1000108112,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,12,2,1.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.048,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108111,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,11,2,10.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.048,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108110,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,10,2,25.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.059,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108109,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,9,2,50.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.062,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108108,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,8,2,100.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.134,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108107,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,7,2,150.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.047,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108106,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,6,2,200.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.012,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108105,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,5,2,225.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108104,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,4,2,250.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.007,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108103,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,3,2,300.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.007,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000108102,1988-10-21T04:55Z,R/V Weatherbird I,31.833,-64.167,BATS Core,10001,81,Hydrocast,2,2,400.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.007,2,,9,,9,,9,,9,,9,19881021,1988.80330,455
1000200112,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,12,2,3.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.084,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200111,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,11,2,10.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.043,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200110,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,10,2,25.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.047,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200109,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,9,2,51.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.049,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200108,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,8,2,99.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.170,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200107,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,7,2,153.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.039,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200106,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,6,2,200.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000200105,1988-11-23T14:00Z,R/V Weatherbird I,31.817,-64.183,BATS Core,10002,1,CTD casts,5,2,250.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19881123,1988.89504,1400
1000300612,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,12,2,2.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.095,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300611,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,11,2,17.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.114,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300610,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,10,2,32.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.089,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300609,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,9,2,57.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.093,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300608,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,8,2,81.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.122,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300607,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,7,2,107.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.110,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300606,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,6,2,131.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.045,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300605,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,5,2,157.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.037,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300604,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,4,2,181.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.015,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300603,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,3,2,207.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.009,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300602,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,2,2,230.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.007,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000300601,1988-12-19T17:30Z,R/V Cape Henlopen,31.675,-63.972,BATS Core,10003,6,CTD casts,1,2,261.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.007,2,,9,,9,,9,,9,,9,19881219,1988.96647,1730
1000400512,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,12,2,2.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.094,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000400511,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,11,2,5.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.094,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000400510,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,10,2,19.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.097,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000400509,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,9,2,42.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.091,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000400508,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,8,2,63.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.095,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000400507,1989-01-28T14:00Z,R/V Cape Henlopen,31.655,-64.253,BATS Core,10004,5,CTD casts,7,2,83.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.088,2,,9,,9,,9,,9,,9,19890128,1989.07557,1400
1000500510,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,10,2,4.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.203,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500509,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,9,2,16.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.231,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500508,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,8,2,27.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.324,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500507,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,7,2,32.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.437,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000508502,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,85,Hydrocast,2,2,37.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.502,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500506,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,6,2,53.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.592,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500505,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,5,2,93.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.171,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500504,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,4,2,105.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.138,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000508501,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,85,Hydrocast,1,2,156.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.044,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500503,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,3,2,179.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.026,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500502,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,2,2,206.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.020,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000500501,1989-02-20T12:30Z,R/V Cape Henlopen,31.703,-64.835,BATS Core,10005,5,CTD casts,1,2,308.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.011,2,,9,,9,,9,,9,,9,19890220,1989.13841,1230
1000600610,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,10,2,4.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.051,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600609,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,9,2,16.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.057,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600608,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,8,2,26.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.057,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600607,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,7,2,33.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.058,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000608602,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,86,Hydrocast,2,2,54.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.095,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600606,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,6,2,71.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.183,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600605,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,5,2,81.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.437,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600604,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,4,2,91.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.496,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000608601,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,86,Hydrocast,1,2,102.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.477,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600603,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,3,2,150.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.048,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600602,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,2,2,201.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.020,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000600601,1989-03-25T12:10Z,R/V Cape Henlopen,31.417,-63.917,BATS Core,10006,6,CTD casts,1,2,254.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.012,2,,9,,9,,9,,9,,9,19890325,1989.22879,1210
1000701011,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,11,2,6.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.065,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701010,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,10,2,18.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.066,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701009,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,9,2,33.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.075,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701008,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,8,2,49.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.109,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701007,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,7,2,70.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.199,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701006,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,6,2,80.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.436,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701005,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,5,2,88.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.560,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701004,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,4,2,105.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.356,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000708001,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,80,CTD casts,1,2,115.0,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.217,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701003,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,3,2,149.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.038,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701002,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,2,2,199.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.011,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000701001,1989-04-18T09:30Z,R/V Cape Henlopen,31.509,-64.254,BATS Core,10007,10,CTD casts,1,2,249.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19890418,1989.29424,930
1000800612,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,12,2,1.6,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.038,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800611,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,11,2,12.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.039,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800610,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,10,2,21.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.045,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800609,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,9,2,39.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.061,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800608,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,8,2,66.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.160,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800607,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,7,2,85.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.468,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800606,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,6,2,97.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.180,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800605,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,5,2,107.7,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.098,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800604,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,4,2,141.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.021,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800603,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,3,2,174.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.009,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800602,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,2,2,222.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000800601,1989-05-17T20:40Z,R/V Weatherbird I,32.079,-63.668,BATS Core,10008,6,CTD casts,1,2,248.5,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.008,2,,9,,9,,9,,9,,9,19890517,1989.37496,2040
1000900612,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,12,2,4.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.029,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900611,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,11,2,16.3,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.031,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900610,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,10,2,25.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.032,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900609,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,9,2,38.4,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.050,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900608,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,8,2,53.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.069,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900607,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,7,2,66.1,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.091,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900606,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,6,2,84.8,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.146,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900605,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,5,2,98.2,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.257,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
1000900604,1989-06-22T18:49Z,R/V Weatherbird I,31.803,-64.058,BATS Core,10009,6,CTD casts,4,2,111.9,2,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,,9,0.318,2,,9,,9,,9,,9,,9,19890622,1989.47338,1849
